8549,1663,hello,2020-02-06 17:23:29.868377+00
8550,1842,ummm what is this server about?,2020-02-06 17:23:42.068407+00
8551,1802,Oscar nu ringer du mig på discord innan jag eldar upp dit hus,2020-02-06 17:49:31.368755+00
8552,1828,lugn jag ringer din morsa just nu,2020-02-06 17:50:07.782278+00
8553,1802,Hur invitar man någon till ens towny ?,2020-02-06 17:56:10.871481+00
8554,1802,kuk,2020-02-06 18:03:35.568803+00
8555,1828,du e trög,2020-02-06 18:03:47.468516+00
8556,1828,home,2020-02-06 19:01:00.168832+00
8557,1844,Hej,2020-02-07 10:51:01.633664+00
8558,1168,tjena,2020-02-07 14:14:17.364529+00
8559,1583,hej,2020-02-07 14:14:22.064248+00
8560,1168,är det här ditt hus,2020-02-07 14:16:38.01489+00
8561,1583,ja,2020-02-07 14:16:40.464422+00
8562,1168,vad fint jag vill också ha ett såndant här hus,2020-02-07 14:16:59.064272+00
8563,1583,men du har ju en fin legenhet,2020-02-07 14:17:17.61457+00
8564,1168,ja .-.,2020-02-07 14:17:27.414573+00
8565,1168,det är annat att ha ett hus man känner sig verkligen hemma,2020-02-07 14:18:00.364658+00
8566,1583,sant,2020-02-07 14:18:20.764327+00
8567,1168,och ja bygger ialla fall inte snyggt och jag skulle kunna ha mitt anka skin,2020-02-07 14:19:01.264595+00
8568,1583,du får ha ett eget hus om du vill,2020-02-07 14:20:17.414675+00
8569,1168,men jag bygger inte bra jag är sämst på att bygga fint fint:(,2020-02-07 14:20:50.964478+00
8570,1065,tja,2020-02-07 14:21:10.164607+00
8571,1168,tjena,2020-02-07 14:22:18.964641+00
8572,1168,.-.,2020-02-07 14:22:31.964421+00
8573,1168,hur blir man bra på att bygga snygga hus,2020-02-07 14:23:39.014773+00
8574,1065,ja dwt finns inget bar svar på den frågan,2020-02-07 14:23:54.764491+00
8575,1065,ska bli en rikstad,2020-02-07 14:24:30.714496+00
8576,1168,okej,2020-02-07 14:24:36.314448+00
8577,1168,man måste ha så mycekt materialnär man bygger och det har jag inte:(,2020-02-07 14:25:26.864901+00
8578,1065,jag vet men därför är det bra att vi har byggt lägenheter där du kan bo,2020-02-07 14:25:51.664301+00
8579,1168,jag vet men det känns mer hemma med ett hem sa det till rentur,2020-02-07 14:26:33.967027+00
8580,1065,a jo det är sant,2020-02-07 14:27:10.616494+00
8581,1065,vad för material behöver du då,2020-02-07 14:27:26.21822+00
8582,1168,trä och sten,2020-02-07 14:27:38.614529+00
8583,1065,vi kan fixa det till dig,2020-02-07 14:27:49.864352+00
8584,1168,oak trä,2020-02-07 14:27:54.414257+00
8585,1065,vilket trä,2020-02-07 14:27:55.364536+00
8586,1065,okej,2020-02-07 14:28:01.51445+00
8587,1065,var är du,2020-02-07 14:28:35.564493+00
8588,1065,tja,2020-02-07 14:29:02.364496+00
8589,1168,tack,2020-02-07 14:29:10.464358+00
8590,1583,vsg,2020-02-07 14:29:16.314374+00
8591,1168,var ska jag bygga mitt hus?,2020-02-07 14:29:35.314428+00
8592,1065,kanske här någonstans,2020-02-07 14:30:21.664579+00
8593,1168,vad är dethär,2020-02-07 14:30:21.814429+00
8594,1065,en kompis håller på att bygga ett hus,2020-02-07 14:30:37.068287+00
8595,1168,hmm,2020-02-07 14:31:02.664409+00
8596,1168,jag vet in direkt var jag ska bygga mitt hus det är så jävla svårt :-I,2020-02-07 14:33:38.214757+00
8597,1065,discord så kan vi prata om det,2020-02-07 14:33:58.664415+00
8598,1168,ok,2020-02-07 14:34:03.864254+00
8599,1065,det är bara jag rentur ovh jockemedfoten,2020-02-07 14:34:12.214707+00
8600,1168,oke,2020-02-07 14:34:30.464366+00
8601,1168,ska jag join the chat,2020-02-07 14:34:55.966795+00
8602,1065,ja,2020-02-07 14:35:05.36441+00
8603,1168,ok :-:,2020-02-07 14:35:13.814354+00
8604,1168,ok,2020-02-07 15:00:34.91473+00
8605,1168,what4,2020-02-07 15:01:55.265+00
8606,1168,:D,2020-02-07 15:02:10.564645+00
8607,973,homne,2020-02-07 15:59:53.264668+00
8608,1802,Hur lägger man till någon i sin towny ?,2020-02-07 16:31:23.264509+00
8609,1558,tja,2020-02-07 17:10:57.565252+00
8610,1525,Halloj!,2020-02-07 17:11:36.17042+00
8611,1802,Är det ingen som vet hur man gör för att spränga med tnt ?,2020-02-07 17:20:19.81506+00
8612,1558,du måste aktivera det i din claim först,2020-02-07 17:20:36.664495+00
8613,1802,Hur ?,2020-02-07 17:20:40.465631+00
8614,1558,sätt ut en tnt så står det,2020-02-07 17:21:00.849245+00
8615,1802,Nej det står inte,2020-02-07 17:21:14.414574+00
8616,1525,Välkommen Komzzi!,2020-02-07 17:58:31.414537+00
8617,973,Välkomen,2020-02-07 17:58:38.069364+00
8618,1845,tackar,2020-02-07 17:58:42.864438+00
8619,1525,Zzz,2020-02-07 18:28:09.264574+00
8620,1828,nån som har en unbreaking bok?,2020-02-07 19:27:53.664781+00
8621,1802,Nej det har jag inte,2020-02-07 19:28:04.16454+00
8622,1802,Har din morsa,2020-02-07 19:28:15.014556+00
8623,1828,"nej, vrf skulle du ha böcker för? du kan ju inte ens läsa",2020-02-07 19:28:21.164433+00
8624,1802,Du kan ju inte ens skriva,2020-02-07 19:28:29.970122+00
8625,1828,du e ginger,2020-02-07 19:28:42.714365+00
8626,1802,din mamma är bög,2020-02-07 19:28:50.964625+00
8627,1828,jag e bög,2020-02-07 19:28:59.231143+00
8628,1828,med din pappa,2020-02-07 19:29:04.264519+00
8629,1802,det är okej,2020-02-07 19:29:12.464539+00
8630,1828,nej det är det inte,2020-02-07 19:29:23.167331+00
8631,1558,ok de e lugnt,2020-02-07 20:19:12.364548+00
8632,1558,tjo renis,2020-02-07 20:20:24.514568+00
8633,1583,hej,2020-02-07 20:20:33.664486+00
8634,1847,shutup,2020-02-07 23:52:06.164796+00
8635,1846,<>,2020-02-08 00:04:21.014706+00
8636,1846,[],2020-02-08 00:04:26.764418+00
8637,1168,spawn,2020-02-08 08:59:42.019692+00
8670,1802,tjooo,2020-02-08 12:59:42.768506+00
8671,1089,F,2020-02-08 13:21:18.023185+00
8672,1802,tjaa,2020-02-08 13:21:26.168385+00
8673,1089,hej,2020-02-08 13:21:39.668424+00
8674,1089,johnnx12 hur längde har du spelat på serven,2020-02-08 13:42:54.268492+00
8675,1802,I nån månad sj ?,2020-02-08 13:44:07.718701+00
8676,1089,ok,2020-02-08 13:44:18.118379+00
8677,1802,du då ?,2020-02-08 13:44:35.318516+00
8678,1802,Kom till mig om du vill /phome ccaappee,2020-02-08 13:44:49.968533+00
8679,1802,hallåååå,2020-02-08 14:07:02.318469+00
8680,1846,yo,2020-02-08 14:07:09.518468+00
8681,1846,are u new?,2020-02-08 14:08:35.918784+00
8682,1846,är du ny?,2020-02-08 14:08:42.868456+00
8683,1846,glömde att detta e en svensk server,2020-02-08 14:08:50.268397+00
8684,1847,johnynyy,2020-02-08 14:09:09.66893+00
8685,1847,who,2020-02-08 14:15:17.668717+00
8686,1846,Vet du hur man delar chistor med varann? jhonnx12,2020-02-08 14:17:46.480449+00
8687,1802,Japp,2020-02-08 14:17:52.071431+00
8688,1802,skriv /cmodify,2020-02-08 14:18:01.168461+00
8689,1802,sen mellanslag och din kompis namn,2020-02-08 14:18:10.96829+00
8690,1846,"Aha, tack mannen!",2020-02-08 14:18:21.031178+00
8691,1802,alltstå typ /cmodify NotSWEED,2020-02-08 14:18:27.768344+00
8692,1802,sen klicka på kistan,2020-02-08 14:18:31.518458+00
8693,1846,ty mannen!,2020-02-08 14:18:41.118408+00
8694,1802,Behöver ni hjälp att bygga något ?,2020-02-08 14:18:45.768506+00
8695,1846,"nä, vi klarar oss",2020-02-08 14:19:03.418711+00
8696,1802,Okii,2020-02-08 14:19:08.368392+00
8697,1846,tack för att du fråga! :),2020-02-08 14:19:14.718642+00
8698,1802,skriv /openhome så kan jag komma till er :P,2020-02-08 14:19:45.768622+00
8699,1802,Har tråkigt,2020-02-08 14:19:50.618474+00
8700,1802,Då kan jag tpa mig,2020-02-08 14:20:07.268443+00
8701,1846,"tyvär, men vi vill helst klara oss själva atm",2020-02-08 14:20:23.068522+00
